Sample,firmness,size,scar_diameter,weight,yield,flower_buds,ph,soluble_solids
UFF_192502_P01_WA01,231.953258,15.54372769,1.89177676,1.972,4,5,3.52,12.2
UFF_192502_P01_WA02,213.2558253,21.59225749,2.5350978,3.656,4,7,3.29,13.6
UFF_192502_P01_WA03,203.2501291,19.80559906,2.73567144,3.05,3,0,3.66,13.5
UFF_192502_P01_WA04,225.1066124,15.65205561,2.10791552,1.756,4,1,3.21,13.6
UFF_192502_P01_WA05,304.7860012,20.08659744,1.64281612,2.88,3,10,3.838,8.7
UFF_192502_P01_WA07,271.284706,21.20560119,1.6872712,3.522,3,4,3.031,9.8
UFF_192502_P01_WA09,258.2108943,19.57723814,2.04295248,2.424,3,8,3.021,9.3
UFF_192502_P01_WA10,189.8575334,20.5007763,1.52573228,3.496,4,11,3.371,9.8
UFF_192502_P01_WB01,253.6175596,16.33071428,1.76019968,2.268,3,6,3.685,11.6
UFF_192502_P01_WB02,240.7063477,18.30112282,1.68349168,2.664,3,3,3.374,11.5
UFF_192502_P01_WB03,256.8948007,18.67653291,1.7298416,2.714,3,16,3.413,12.8
UFF_192502_P01_WB04,169.5674807,20.89785542,2.24859596,3.356,3,5,3.271,10.1
UFF_192502_P01_WB05,196.5194984,19.12327798,1.47469352,2.89,3,3,3.885,9
UFF_192502_P01_WB06,187.7243582,16.72320308,1.69599356,2,2,12,3.351,10.4
UFF_192502_P01_WB07,282.9218144,18.90064867,1.72760132,2.492,3,3,3.73,9.9
UFF_192502_P01_WB08,274.2190076,17.93654679,2.66712192,2.11,3,6,3.09,10.2
UFF_192502_P01_WB09,285.0457842,17.24470972,1.4978888,2.198,3,3,4.03,10.8
UFF_192502_P01_WB10,307.6432672,15.03802866,1.8186654,1.62,3,2,3.9,11.4
UFF_192502_P01_WB11,268.8280704,16.89792562,1.78327304,2.182,3,0,3.84,13.6
UFF_192502_P01_WB12,231.1359154,17.44683974,2.46122444,2.2,2,5,3.35,11.5
UFF_192502_P01_WC01,248.1539837,18.94659265,2.5135078,2.804,3,1,NA,NA
UFF_192502_P01_WC02,201.4551124,18.9436208,2.5780238,2.538,3,1,2.88,12
UFF_192502_P01_WC03,213.0608935,16.45878047,1.97877684,1.828,3,2,3.71,11.2
UFF_192502_P01_WC05,195.4211767,20.77733122,2.30863648,3.356,2,3,3.25,12.5
UFF_192502_P01_WC06,216.9543559,15.72825983,1.10099348,1.432,2,2,3.55,11.5
UFF_192502_P01_WC07,240.1009149,20.45926752,2.52159516,3.418,3,2,3.2,13
UFF_192502_P01_WC08,266.6604124,19.75450283,2.25415348,3.436,3,1,3.66,13.6
UFF_192502_P01_WC09,222.495655,16.86696182,1.98885048,2.186,3,2,3.3,11.8
UFF_192502_P01_WC10,216.5396046,18.57769806,1.83528208,2.502,4,2,4.11,13.4
UFF_192502_P01_WC12,215.0601908,19.11008335,2.56906776,3.004,3,1,2.83,13.8
UFF_192502_P01_WD02,227.2034207,20.49825275,2.74440396,3.196,5,0,3.86,14.4
UFF_192502_P01_WD03,167.4431104,20.76284767,3.9679118,3.806,4,4,3.01,12
UFF_192502_P01_WD04,141.3144579,19.21445897,2.50553728,2.646,4,8,3.46,10.8
UFF_192502_P01_WD05,246.8527181,19.94772601,2.419731,3.152,4,7,3.643,13.2
UFF_192502_P01_WD07,254.4828139,18.08682636,1.02967028,2.462,4,6,NA,NA
UFF_192502_P01_WD09,237.1350858,18.86504072,1.95276724,3.148,3,4,4.28,10.4
UFF_192502_P01_WD10,258.8499884,18.69391918,1.60244028,3.156,4,1,4.65,11.6
UFF_192502_P01_WD11,257.8979832,22.52425943,2.31792272,4.436,3,6,3.02,10.4
UFF_192502_P01_WD12,239.6112944,17.8622581,1.6157956,2.584,5,0,3.94,8.5
UFF_192502_P01_WE01,295.2401959,14.27211178,1.88162692,1.456,3,2,4.38,12
UFF_192502_P01_WE02,303.7576679,14.28054407,1.82964328,1.416,4,2,4.03,9.4
UFF_192502_P01_WE03,312.6601484,17.73702025,2.0044664,2.398,4,4,4.13,12
UFF_192502_P01_WE04,257.0082023,16.11386372,1.32399532,1.99,5,2,3.94,10.9
UFF_192502_P01_WE05,322.0106754,18.7175473,1.46553428,2.894,3,3,4.05,12.2
UFF_192502_P01_WE06,274.2053759,17.6581652,1.80861716,2.512,3,17,3.29,11.2
UFF_192502_P01_WE07,300.4705741,19.27852612,2.09642964,2.986,4,7,3.7,12.2
UFF_192502_P01_WE08,276.4029341,21.24289534,1.6158464,3.768,4,1,3.64,13.4
UFF_192502_P01_WE09,214.7429172,17.85113212,2.25692716,2.598,3,5,3.48,11.2
UFF_192502_P01_WE10,248.8588717,19.18000072,1.8290794,2.656,3,0,3.94,11.5
UFF_192502_P01_WF01,317.5482726,12.57404085,1.6683482,1.024,3,1,NA,NA
UFF_192502_P01_WF02,279.9011626,17.39990008,1.42297404,2.348,5,5,2.98,9.8
UFF_192502_P01_WF03,253.44724,16.15858144,1.5802102,2.012,4,4,3.2,13.4
UFF_192502_P01_WF04,284.4988628,14.40366858,1.94938904,3.164,3,3,3.53,10.4
UFF_192502_P01_WF05,248.4080379,20.07280998,1.16169948,1.354,3,10,3.79,12
UFF_192502_P01_WF06,237.6246502,17.55307267,1.85288936,2.15,4,2,3.7,11.1
UFF_192502_P01_WF07,233.6634933,21.13180525,2.69281148,3.546,4,1,NA,NA
UFF_192502_P01_WF09,251.79582,15.96881081,1.53773632,1.914,4,8,3.8,13.4
UFF_192502_P01_WF10,235.1303691,19.34776435,2.0719034,2.92,3,1,4.75,10.5
UFF_192502_P01_WF11,252.9495161,15.54813005,1.99327008,1.712,4,9,3.86,13.2
UFF_192502_P01_WF12,248.7782316,16.20343758,1.94499992,1.822,5,2,3.52,12.5
UFF_192502_P01_WG01,239.7902399,17.3675398,2.37636812,2.346,3,4,3.92,12.3
UFF_192502_P01_WG02,240.1427385,17.38815991,1.6856456,2.278,3,6,3.7,12.7
UFF_192502_P01_WG03,226.4608322,17.81200583,1.737614,2.454,4,3,3.4,8.6
UFF_192502_P01_WG04,325.4790482,13.2284859,0.9865614,1.266,3,5,3.99,9.1
UFF_192502_P01_WG05,215.9473491,16.008598,1.8763742,2.208,3,5,3.66,9.5
UFF_192502_P01_WG06,300.8650559,16.73592737,1.58138876,2.306,4,7,5.42,14.8
UFF_192502_P01_WG07,154.8163766,18.74654779,1.77841148,2.732,3,3,3.54,11
UFF_192502_P01_WG08,231.264341,17.48999907,2.64989056,2.378,4,7,3.56,11.1
UFF_192502_P01_WG09,238.6184772,17.75702103,1.70884088,2.516,3,10,3.12,12.2
UFF_192502_P01_WG10,230.829397,15.19569856,1.6930116,1.592,3,10,3.86,14.1
UFF_192502_P01_WG11,214.3832938,15.54348041,2.1473922,1.58,4,3,3.62,14.7
UFF_192502_P01_WG12,246.4840852,15.58358558,2.34273852,1.62,4,13,3.21,10.8
UFF_192502_P01_WH01,203.2196297,15.65280215,2.03251816,1.588,3,5,3.56,11.9
UFF_192502_P01_WH02,237.7827806,15.98833178,2.11023708,1.752,3,2,3.22,11
UFF_192502_P01_WH03,181.412599,17.50264823,1.60353756,2.334,5,3,3.08,13
UFF_192502_P01_WH04,219.2814497,15.81313551,1.43079724,1.774,3,7,3.39,11.3
UFF_192502_P01_WH05,228.0650978,16.65748285,1.71877736,1.912,5,6,3.38,16.1
UFF_192502_P01_WH06,206.1064788,11.90548796,2.02185524,0.98,4,4,3.41,14.1
UFF_192502_P01_WH07,196.1054139,15.47955623,2.33721656,1.514,3,8,3.85,16
UFF_192502_P01_WH08,174.686911,16.02887136,1.97654164,1.77,3,0,2.94,11.8
UFF_192502_P01_WH09,161.515303,10.94824973,1.546733,0.74,2,1,NA,NA
UFF_192502_P01_WH12,277.7311675,15.806209,1.2650216,2.03,3,3,3.26,11.3
UFF_192502_P02_WA01,256.2566917,17.64930513,1.33463792,2.698,3,10,3.13,10.1
UFF_192502_P02_WA02,260.0026662,19.84531414,1.61969704,2.628,3,11,3.2,10.7
UFF_192502_P02_WA03,239.854223,17.81593775,1.35828532,2.496,3,2,3.19,8.2
UFF_192502_P02_WA04,243.6259322,20.14081411,2.29347776,3.128,3,2,3.31,11.2
UFF_192502_P02_WA05,302.8389944,19.0411546,1.61472372,2.418,3,7,3.8,13.3
UFF_192502_P02_WA06,191.7639939,19.50311079,1.96578728,2.602,4,0,3.1,8.1
UFF_192502_P02_WA07,232.5866028,15.33515624,1.89157864,1.618,3,4,3.02,13.2
UFF_192502_P02_WA08,252.8624204,18.98415926,1.45132044,2.4,4,3,2.98,10.3
UFF_192502_P02_WA09,243.2296462,17.20230572,1.10867444,2.276,3,2,3.08,10.6
UFF_192502_P02_WA10,243.4019104,18.57507828,1.68783508,3.014,4,5,2.99,10.6
UFF_192502_P02_WA11,256.458882,18.42442503,1.24985272,2.448,3,4,3,9.8
UFF_192502_P02_WA12,290.6897467,19.07867505,1.70387772,2.912,5,8,4.07,10.8
UFF_192502_P02_WB02,188.731175,22.40464485,1.78543204,3.8,3,8,3.91,12.5
UFF_192502_P02_WB03,233.9536823,16.55975963,1.27394716,2.164,3,0,NA,NA
UFF_192502_P02_WB05,255.315064,18.28143768,1.85296556,2.602,4,3,3.593,11.1
UFF_192502_P02_WB06,273.4545286,16.81443127,2.58936744,2.06,4,3,3.874,11.8
UFF_192502_P02_WB07,300.547949,17.83368698,1.89566296,2.286,4,2,3.856,9.7
UFF_192502_P02_WB08,251.2817379,17.93901707,2.66327636,2.51,3,4,4.399,12.7
UFF_192502_P02_WB09,299.9298235,17.65181882,1.70554396,2.042,3,6,4.521,12.8
UFF_192502_P02_WB10,271.8102228,13.86016894,1.21201688,1.348,3,1,4.074,10.2
UFF_192502_P02_WB11,224.1941561,18.50246485,1.77415952,2.48,4,2,3.359,10.3
UFF_192502_P02_WB12,268.141591,18.8088129,2.19330016,2.844,4,3,4.013,10
UFF_192502_P02_WC01,238.6085981,19.72540445,2.68174216,3.138,3,4,4.793,10.4
UFF_192502_P02_WC03,236.8412821,19.84926867,2.21586044,3.162,4,1,3.985,13.4
UFF_192502_P02_WC04,259.3252407,15.93074826,2.07795368,1.776,3,4,3.91,10.2
UFF_192502_P02_WC05,287.7320865,16.81639123,2.13303612,2.008,3,4,3.438,9
UFF_192502_P02_WC06,279.9866864,14.81805565,2.04160628,1.696,3,3,4.47,9.4
UFF_192502_P02_WC07,272.77838,16.14388584,1.53146252,1.702,3,5,3.633,10.2
UFF_192502_P02_WC08,222.3490826,16.91798572,1.48355812,2.238,3,7,4.467,12.8
UFF_192502_P02_WC09,143.6066814,12.45791098,1.745996,1.1325,4,4,4.085,13.4
UFF_192502_P02_WC10,207.0072533,16.3581465,1.504061,1.948,3,2,4.74,13.7
UFF_192502_P02_WC11,171.2695626,20.36741411,1.76934876,2.95,3,1,3.57,12.1
UFF_192502_P02_WC12,232.5394466,20.26251062,2.24075752,3.146,4,2,4.15,11
UFF_192502_P02_WD01,213.8524719,17.53026259,1.7046702,2.346,3,7,3.55,14.9
UFF_192502_P02_WD02,183.6823094,17.12756909,2.00130156,1.882,3,2,5.14,13.3
UFF_192502_P02_WD03,275.0526174,18.29562577,1.7850866,2.306,3,1,3.52,14.5
UFF_192502_P02_WD04,189.4985509,16.44819712,2.69156688,1.834,4,4,3.83,13
UFF_192502_P02_WD05,194.9767014,17.14052987,1.81795928,2.12,4,2,3.37,13
UFF_192502_P02_WD06,266.8316798,15.81270417,1.66549324,1.796,4,4,3.51,11.6
UFF_192502_P02_WD07,244.8623118,17.15011236,1.78738276,2.084,3,3,3.58,13.9
UFF_192502_P02_WD08,235.0387068,16.85440636,1.8618962,1.842,4,3,3.3,10.9
UFF_192502_P02_WD09,260.633138,20.61079854,2.66069064,3.714,3,4,3.37,13.1
UFF_192502_P02_WD10,201.7291253,18.06753125,2.53528068,2.284,3,2,3.93,13.9
UFF_192502_P02_WD12,282.7297131,17.67232369,1.18452392,2.002,3,9,3.818,12.8
UFF_192502_P02_WE02,316.7449599,15.10157271,1.53148284,1.532,3,8,3.512,11
UFF_192502_P02_WE04,243.7591102,16.6135693,1.94853052,2.174,4,10,3.726,8.4
UFF_192502_P02_WE05,286.2880854,13.31230948,2.20199204,1.182,4,1,3.435,13.8
UFF_192502_P02_WE06,244.2808333,18.97074712,1.29568448,2.708,3,3,3.097,9.7
UFF_192502_P02_WE07,282.2007825,16.74658928,1.71374816,2.04,5,3,3.973,11.1
UFF_192502_P02_WE08,235.7649204,16.16220503,1.90635128,1.924,3,2,3.599,12.1
UFF_192502_P02_WE09,220.3982542,16.27922964,1.63666424,1.826,5,2,3.145,11.7
UFF_192502_P02_WE11,262.8923875,15.8658018,1.53828496,2.05,5,4,NA,NA
UFF_192502_P02_WE12,254.5371951,16.7562578,1.95690744,2.114,5,3,3.391,10.8
UFF_192502_P02_WF01,311.257081,16.68108104,2.64530332,2.21,4,1,3.284,10.6
UFF_192502_P02_WF03,243.6109745,14.58039095,1.48188172,1.244,5,2,3.545,12.4
UFF_192502_P02_WF04,254.8335684,17.33564946,1.52939496,2.218,5,3,3.399,10.5
UFF_192502_P02_WF05,257.2693291,16.41908813,1.18897908,1.798,3,2,3.516,13.4
UFF_192502_P02_WF06,237.8124565,16.10113917,1.69584624,1.984,4,2,2.969,13.1
UFF_192502_P02_WF07,177.0453124,16.06992727,2.163445,1.708,4,6,3.32,11.4
UFF_192502_P02_WG03,229.0154871,19.22709569,1.36696704,2.746,3,1,NA,NA
UFF_192502_P02_WG04,190.2456767,19.21670388,1.7405604,2.484,3,3,3.304,11
UFF_192502_P02_WG06,295.1069922,16.2715147,1.3372084,1.866,3,12,3.1,10.7
UFF_192502_P02_WG07,236.0329701,18.62612976,1.63950396,2.42,3,11,3.6,11.8
UFF_192502_P02_WG09,245.1277714,18.1998141,1.26027688,2.31,4,6,3.18,13.9
UFF_192502_P02_WG10,241.0211468,20.9738269,1.53444956,3.396,3,4,3.37,9.6
UFF_192502_P02_WG11,227.3716925,18.9667053,1.82355744,2.912,3,6,3.68,14.4
UFF_192502_P02_WG12,254.5975116,18.81951737,1.2727178,2.81,3,3,4.27,11.8
UFF_192502_P02_WH01,257.5901466,15.90991731,1.38814556,1.838,4,5,3.15,8.2
UFF_192502_P02_WH02,270.1665969,19.22474822,1.90401956,3.11,3,9,2.94,10.6
UFF_192502_P02_WH03,333.9565557,18.41578353,1.13374424,2.776,3,3,3.54,10.3
UFF_192502_P02_WH04,202.3068837,16.43317798,1.1790934,1.888,3,3,3.6,12.8
UFF_192502_P02_WH05,243.5139322,19.25392398,1.33327648,3.052,3,11,3.08,9.7
UFF_192502_P02_WH06,254.7559796,19.65657507,1.83129936,2.974,3,5,3.38,9.7
UFF_192502_P02_WH07,259.4004286,16.88792356,1.312545,2.184,4,2,2.93,8.3
UFF_192502_P02_WH08,189.4549043,19.8158145,2.35723176,2.922,3,2,4.27,14.1
UFF_192502_P02_WH09,262.2520569,18.41649451,1.4595856,2.572,3,8,3.2,12.1
UFF_192502_P02_WH10,223.2032303,18.01594187,1.71891452,2.576,4,5,3.46,11.2
UFF_192502_P02_WH11,178.355081,19.36149805,1.71848272,2.81,3,1,3.237,13.1
UFF_192502_P02_WH12,205.1139116,16.21798339,1.8703544,1.874,3,0,3.802,10.6
UFF_192502_P03_WA02,200.3226364,17.50967245,1.20143524,2.168,3,8,3.115,13
UFF_192502_P03_WA03,226.2176737,19.20459291,2.27623116,3.056,3,4,3.628,11.7
UFF_192502_P03_WA04,259.3070236,20.28848511,1.70156632,3.61,3,5,3.603,11.3
UFF_192502_P03_WA07,209.2678373,19.54447965,2.03567792,2.916,3,1,NA,NA
UFF_192502_P03_WA08,335.8453467,22.02193136,1.73303184,3.76,3,8,4.053,11.6
UFF_192502_P03_WA09,201.0178668,19.07463967,1.60392872,2.75,2,4,3.141,12.2
UFF_192502_P03_WA10,190.6939843,18.75250232,2.25801936,2.774,4,1,4.482,10.7
UFF_192502_P03_WA11,275.5489798,19.65834392,2.086483,3.236,5,1,3.103,11.5
UFF_192502_P03_WA12,274.5754631,20.70359196,2.45156228,3.52,3,1,4.419,11.1
UFF_192502_P03_WB01,319.640226,12.88533168,2.10920076,0.982,4,2,3.769,11.7
UFF_192502_P03_WB02,209.1991855,16.8600471,2.13652608,1.998,3,3,4.085,11
UFF_192502_P03_WB03,247.2710472,17.79049686,1.99601328,2.294,3,2,3.711,11.7
UFF_192502_P03_WB04,227.1808258,19.71546201,2.08510632,2.674,3,6,4.195,9.2
UFF_192502_P03_WB05,257.6094411,19.93454627,1.91988948,3.008,3,7,4.033,12
UFF_192502_P03_WB06,308.3618273,18.9572283,2.2011132,2.482,4,9,3.613,12
UFF_192502_P03_WB07,211.0923957,17.88429362,2.10213448,2.408,2,6,4.765,11.5
UFF_192502_P03_WB08,197.4427714,18.33836502,1.49770592,2.622,3,10,3.806,10.8
UFF_192502_P03_WB09,252.9730709,19.4415253,2.13460584,2.754,3,3,3.46,13.8
UFF_192502_P03_WB10,251.2604327,18.65888253,2.26475036,2.67,3,3,3.305,10.1
UFF_192502_P03_WB11,290.0503134,19.36942361,3.0519878,3.224,2,3,3.47,11.6
UFF_192502_P03_WB12,324.286225,20.2596125,2.39980216,3.352,3,1,4.034,11.7
UFF_192502_P03_WC01,216.9998898,20.66268492,1.29129536,3.162,4,4,4.005,9
UFF_192502_P03_WC02,236.4551881,19.63610286,1.30668268,2.82,4,0,3.744,14.7
UFF_192502_P03_WC03,224.1265966,17.07737648,1.45553176,1.896,4,5,4.026,10.6
UFF_192502_P03_WC04,214.3897264,19.58838656,1.8542,2.858,3,3,3.69,12.1
UFF_192502_P03_WC07,205.0190719,19.33349419,1.25390656,2.614,3,13,3.998,12.7
UFF_192502_P03_WC10,254.6237449,16.7200054,1.72466,2.064,4,0,NA,NA
UFF_192502_P03_WC12,302.0607725,19.43175425,1.18553484,2.856,3,2,3.127,10.6
UFF_192502_P03_WD01,226.4313871,16.89437882,1.43273272,2.012,4,2,3.885,13.1
UFF_192502_P03_WD02,243.9872193,13.53462967,1.38893296,1.26,2,5,3.204,11.5
UFF_192502_P03_WD03,273.165781,18.36240317,1.13819432,2.848,3,6,3.103,12.4
UFF_192502_P03_WD04,327.8238463,16.72714512,2.6294588,2.285,3,1,NA,NA
UFF_192502_P03_WD05,357.2459964,18.54137259,2.45940072,2.886,3,5,3.18,10.1
UFF_192502_P03_WD06,369.5331873,19.84672637,1.750398667,3.376666667,3,1,3.25,9.7
UFF_192502_P03_WD07,289.318342,18.08341223,1.94410584,2.586,3,4,3.2,10.8
UFF_192502_P03_WD09,254.7956561,17.58303556,1.31461256,2.222,2,7,3.51,11.5
UFF_192502_P03_WD10,379.3430849,17.35236024,1.63904168,2.084,4,2,2.86,10
UFF_192502_P03_WD11,284.3210453,18.6553037,1.24622052,2.49,3,2,3.499,13
UFF_192502_P03_WE02,252.3610596,18.46931259,1.47859496,2.606,3,3,3.42,12.5
UFF_192502_P03_WE03,238.4390166,19.7258376,1.69772076,3.044,3,6,3.49,11.6
UFF_192502_P03_WE04,221.7057951,17.48771245,1.52188164,2.182,4,2,2.93,11.5
UFF_192502_P03_WE05,204.888445,16.25565956,1.95210684,1.924,4,5,3.255,9.6
UFF_192502_P03_WE06,233.4920798,18.40124773,1.97624192,2.678,3,4,3.37,10.7
UFF_192502_P03_WE08,278.4252374,18.52140853,1.4675612,2.598,4,3,3.275,13.2
UFF_192502_P03_WE11,249.6761888,15.72360321,1.33518148,1.912,4,8,3.133,11.5
UFF_192502_P03_WE12,220.9849867,19.52915677,1.4389608,2.74,4,8,3.51,10.7
UFF_192502_P03_WF01,243.9572229,19.69407653,2.09208624,3.088,5,3,3.19,12.3
UFF_192502_P03_WF02,244.7512098,16.84738515,2.32367836,2.098,5,3,3.2,9.9
UFF_192502_P03_WF03,235.0155156,11.92578304,1.23653804,0.878,4,3,4.43,14.3
UFF_192502_P03_WF04,263.3888292,17.14540395,1.860042,2.372,4,0,3.35,13.5
UFF_192502_P03_WF05,253.4915774,18.83077568,1.85262012,2.426,4,7,3.78,12.7
UFF_192502_P03_WF06,221.2654678,19.65415371,2.10431888,3.004,4,2,4.4,12.5
UFF_192502_P03_WF07,229.2366999,19.40030282,1.8720816,2.678,3,3,4.5,12.7
UFF_192502_P03_WF08,202.7031227,17.08501878,1.48352256,2.06,5,5,3.31,10.9
UFF_192502_P03_WF12,228.1099958,16.76083473,1.60262824,1.938,5,5,3.24,11.1
UFF_192502_P03_WG01,238.9132988,18.95396697,1.2141708,2.46,4,5,4.25,9.9
UFF_192502_P03_WG02,305.4146184,15.94093922,2.0192746,1.68,5,4,3.64,12
UFF_192502_P03_WG03,248.9504923,15.68646251,0.82571844,1.728,5,2,3.94,9.8
UFF_192502_P03_WG04,291.8068577,12.45211188,1.45725896,0.946,5,2,3.73,8.9
UFF_192502_P03_WG05,231.5822376,19.06244757,1.79953412,2.882,5,0,3.58,10.9
UFF_192502_P03_WG06,255.0426945,15.81270927,1.94677792,1.738,5,4,4.25,10.6
UFF_192502_P03_WG07,273.45877,19.20280587,2.17914728,2.862,4,0,4.31,9.7
UFF_192502_P03_WG08,254.1364851,17.40079492,1.49892004,2.234,3,7,3.57,9.4
UFF_192502_P03_WG09,214.7952274,15.89784209,1.4331696,1.636,5,3,3.05,10.3
UFF_192502_P03_WG10,217.9854298,18.33619301,2.07621124,2.498,3,2,3.609,13.9
UFF_192502_P03_WG11,195.5005397,16.8333566,1.68391332,2.016,3,1,3.752,12.9
UFF_192502_P03_WH02,214.6806905,16.85558818,1.80501544,2.068,3,5,4.325,11.7
UFF_192502_P03_WH03,164.4872351,18.18078385,1.10693708,2.444,3,3,4.797,13.3
UFF_192502_P03_WH04,196.698927,14.91176363,1.6301212,1.43,2,1,NA,16.5
UFF_192502_P03_WH05,193.0651792,18.50461248,1.9859498,2.37,4,7,3.717,12.9
UFF_192502_P03_WH06,215.6926469,19.8501226,1.70571668,2.732,4,7,3.64,12.2
UFF_192502_P03_WH07,241.1508049,18.61601641,3.11284112,2.53,3,3,3.566,11.6
UFF_192502_P03_WH08,217.7890953,17.59180161,2.38701072,2.128,4,3,3.136,11
UFF_192502_P03_WH09,186.8306109,16.92478145,2.20483176,1.834,5,2,4.135,15
UFF_192502_P03_WH10,203.6471271,20.37636556,1.75431704,2.996,3,1,3.808,13.1
UFF_192502_P03_WH11,220.2422072,19.12668954,2.35806996,2.576,3,3,3.528,13.3
UFF_192502_P04_WA03,265.6663789,19.897124,1.68187624,3.058,4,6,4.76,13.5
UFF_192502_P04_WA04,275.1077212,17.75772212,1.41487144,2.312,3,0,4.01,12.3
UFF_192502_P04_WA05,342.4586014,21.14587376,1.49314408,3.57,4,6,3.33,10
UFF_192502_P04_WA06,271.9545182,22.90740166,1.4453616,4.09,3,3,3.76,14
UFF_192502_P04_WA07,255.5194187,18.72774389,1.6510127,2.402,2,0,4.46,12.4
UFF_192502_P04_WA09,269.7610772,22.464977,2.18303856,4.166,3,1,3.75,13
UFF_192502_P04_WA10,301.7506126,18.13890708,1.1862308,2.724,3,3,3.58,12.7
UFF_192502_P04_WA11,333.8710708,19.05624289,1.3780008,2.942,3,4,3.45,13.6
UFF_192502_P04_WA12,286.785275,19.9346534,1.131951,3.546,3,3,3.69,11.1
UFF_192502_P04_WB02,241.0930277,18.68875568,1.38303508,2.604,3,2,2.99,13.4
UFF_192502_P04_WB03,307.9923037,20.78558379,1.15494308,3.438,4,3,3.15,12.6
UFF_192502_P04_WB05,207.5430008,21.78704557,1.89604396,3.98,3,1,4.01,11.7
UFF_192502_P04_WB09,255.4077378,20.42485663,1.65375336,3.332,3,3,3.488,12.4
UFF_192502_P04_WB10,263.2358163,18.18156491,1.5887192,2.574,3,0,3.533,12.8
UFF_192502_P04_WB11,315.0702547,18.83172566,1.58272988,2.774,4,4,4.417,10.5
UFF_192502_P04_WB12,282.3771324,16.91045235,1.56249624,1.968,4,4,3.25,11.4
UFF_192502_P04_WC02,268.9517361,18.84469049,1.61372804,2.476,3,0,3.508,13.5
UFF_192502_P04_WC03,312.8113093,18.59902419,1.49391116,2.596,5,2,3.986,10.8
UFF_192502_P04_WC06,360.6061476,19.75648838,1.31056888,2.976,3,6,3.009,9.8
UFF_192502_P04_WC07,296.2238326,19.80690989,1.2589002,2.95,4,3,3.01,9.9
UFF_192502_P04_WC09,239.0923599,18.22095824,1.4455902,2.348,1,5,2.986,12
UFF_192502_P04_WC10,242.2575661,19.04144409,1.69907204,2.842,3,1,2.79,9.8
UFF_192502_P04_WC11,333.9729485,15.22294511,1.48383244,1.694,5,5,3.827,13.4
UFF_192502_P04_WC12,312.4199439,16.48680775,1.61491676,2.012,4,7,3.868,13.1
UFF_192502_P04_WD02,308.364703,16.6552694,1.4105382,2.07,4,0,3.616,11.4
UFF_192502_P04_WD04,315.3364596,20.86305337,1.47361148,3.34,3,5,3.905,10.9
UFF_192502_P04_WD05,300.6151314,16.25802565,1.43122904,1.838,5,6,3.937,12.6
UFF_192502_P04_WD06,223.0738975,18.35880667,1.70203368,2.424,4,5,4.031,11.6
UFF_192502_P04_WD07,293.6554813,16.3234561,1.59840676,1.816,3,7,3.309,11.4
UFF_192502_P04_WD11,248.3415698,17.11708902,1.34387336,1.986,5,6,4.459,14.6
UFF_192502_P04_WE02,336.7531743,17.338291,1.66070788,2.34,4,0,4.402,10.9
UFF_192502_P04_WE03,261.9318472,14.92131685,2.48102628,1.726,3,2,3.37,12.7
UFF_192502_P04_WE04,258.9460884,18.05788166,2.67300964,2.388,3,5,3.12,12.5
UFF_192502_P04_WE05,271.4824448,15.8088827,3.05619912,1.952,5,2,3.27,10.5
UFF_192502_P04_WE06,295.1967072,14.57541818,1.54087576,1.616,4,5,3.36,11.7
UFF_192502_P04_WE07,266.6693204,17.67351525,2.16982548,2.332,5,5,3.03,9.2
UFF_192502_P04_WE08,276.4847939,16.03251335,2.51043948,1.772,5,10,3.92,14.8
UFF_192502_P04_WE09,172.0240618,17.98254038,2.32284016,2.674,4,2,3.63,10.1
UFF_192502_P04_WE10,301.9202566,16.16710575,1.35651748,2.17,5,5,3.96,12.7
UFF_192502_P04_WE11,312.120569,14.88088233,2.05606904,1.772,5,4,3.52,13.7
UFF_192502_P04_WE12,313.3253372,19.36344536,1.75901096,2.77,3,8,3.02,12.7
UFF_192502_P04_WF01,250.5714838,16.6202541,1.89735968,2.1,4,4,3.51,13.1
UFF_192502_P04_WF02,238.3301973,18.43871563,2.64228072,2.68,4,7,3.3,11.6
UFF_192502_P04_WF03,186.5585569,15.8853014,1.89302644,1.828,5,6,3.14,12.2
UFF_192502_P04_WF04,217.452213,17.56024753,1.61274252,2.65,3,2,4.05,15
UFF_192502_P04_WF05,301.744903,19.47971193,1.85726832,2.688,4,0,3.46,15.7
UFF_192502_P04_WF06,333.6796949,19.2900099,1.43295624,2.852,3,2,3.33,12.6
UFF_192502_P04_WF07,225.8433527,21.00533468,1.45965164,3.602,3,3,3.94,12.4
UFF_192502_P04_WF08,261.186468,17.36057638,1.58888176,2.148,4,4,3.35,11.1
UFF_192502_P04_WF09,236.7605521,20.88910472,1.45921476,3.42,3,6,3.36,11.3
UFF_192502_P04_WF10,306.0038939,17.17189839,1.45025872,2.232,4,4,3.73,10.5
UFF_192502_P04_WG03,281.4601963,16.71136865,1.37694924,2.004,3,6,3.979,13.3
UFF_192502_P04_WG05,367.2530894,19.05358848,2.3833582,2.726,3,0,3.65,11.2
UFF_192502_P04_WG06,212.9563215,21.17974518,2.30547672,3.254,3,3,4.01,10.8
UFF_192502_P04_WG07,243.6956175,19.25369918,2.10117436,2.854,4,3,3.62,12.7
UFF_192502_P04_WG10,220.2041435,19.25683405,1.7203928,2.392,3,3,3.65,7.7
